cond_uscm,pH,pressure_mbar,temp_C,depth_m,alt_m
0.23,6.40,962.20,34.56,-0.52,433.71
0.27,5.61,962.00,34.55,-0.52,435.45
0.25,5.71,962.10,34.55,-0.52,434.58
0.27,6.46,962.20,34.54,-0.52,433.71
0.25,6.23,962.00,34.54,-0.52,435.45
0.23,6.37,962.30,34.54,-0.52,432.85
0.23,6.40,962.10,34.54,-0.52,434.58
0.30,6.42,962.50,34.54,-0.52,431.11
0.27,6.30,962.00,34.53,-0.52,435.45
0.27,6.22,961.60,34.53,-0.53,438.92
0.25,6.44,962.10,34.53,-0.52,434.58
0.25,6.52,962.20,34.53,-0.52,433.71
0.25,6.13,962.10,34.53,-0.52,434.58
0.25,3.42,962.10,34.53,-0.52,434.58
0.23,10.39,961.90,34.53,-0.52,436.32
0.25,8.27,961.90,34.53,-0.52,436.32
0.23,7.67,962.20,34.53,-0.52,433.71
0.25,8.57,961.80,34.53,-0.52,437.19
0.23,6.85,962.30,34.52,-0.52,432.85
0.25,5.41,961.80,34.52,-0.52,437.19
0.23,12.72,962.10,34.52,-0.52,434.58
0.30,8.46,962.20,34.51,-0.52,433.71
0.23,7.72,961.90,34.51,-0.52,436.32
0.27,6.85,962.30,34.51,-0.52,432.85
0.27,6.16,962.10,34.51,-0.52,434.58
0.27,5.97,962.00,34.50,-0.52,435.45
0.27,5.77,962.30,34.50,-0.52,432.85
0.27,5.33,961.40,34.49,-0.53,440.66
0.27,5.41,961.80,34.48,-0.52,437.19
0.21,5.43,961.90,34.47,-0.52,436.32
0.23,5.00,961.80,34.46,-0.52,437.19
0.25,5.14,961.90,34.45,-0.52,436.32
0.25,5.12,962.20,34.44,-0.52,433.71
0.23,5.28,962.50,34.43,-0.52,431.11
0.25,5.20,962.10,34.42,-0.52,434.58
0.27,5.87,961.80,34.42,-0.52,437.19
0.27,6.88,962.20,34.41,-0.52,433.71
0.25,6.42,961.60,34.41,-0.53,438.92
0.30,6.13,961.80,34.40,-0.52,437.19
0.30,6.26,961.80,34.39,-0.52,437.19
0.25,6.31,961.70,34.38,-0.52,438.05
0.23,6.15,962.40,34.37,-0.52,431.98
0.25,6.09,961.80,34.36,-0.52,437.19
0.25,12.53,961.80,34.35,-0.52,437.19
0.25,12.93,961.70,34.35,-0.52,438.05
0.27,9.89,962.00,34.34,-0.52,435.45
0.23,9.20,961.80,34.34,-0.52,437.19
0.27,8.51,961.60,34.34,-0.53,438.92
0.27,8.52,961.60,34.34,-0.53,438.92
0.27,8.31,962.00,34.33,-0.52,435.45
0.23,8.12,961.80,34.33,-0.52,437.19
0.23,7.95,961.90,34.33,-0.52,436.32
0.23,7.88,961.80,34.33,-0.52,437.19
0.32,7.70,961.90,34.33,-0.52,436.32
0.23,6.13,962.00,34.33,-0.52,435.45
0.27,8.83,962.00,34.33,-0.52,435.45
0.21,8.24,962.00,34.33,-0.52,435.45
0.23,8.17,962.00,34.34,-0.52,435.45
0.27,8.16,962.40,34.34,-0.52,431.98
0.27,6.46,962.00,34.34,-0.52,435.45
0.30,9.94,961.60,34.34,-0.53,438.92
0.23,10.12,962.00,34.33,-0.52,435.45
0.23,9.87,961.60,34.33,-0.53,438.92
0.27,9.72,962.30,34.32,-0.52,432.85
0.23,9.42,961.70,34.32,-0.52,438.05
0.27,9.25,961.80,34.31,-0.52,437.19
0.27,9.08,961.70,34.30,-0.52,438.05
0.25,8.88,962.10,34.29,-0.52,434.58
0.23,8.71,961.90,34.29,-0.52,436.32
0.27,8.64,962.00,34.28,-0.52,435.45
0.23,8.91,962.00,34.27,-0.52,435.45
0.27,9.79,962.10,34.25,-0.52,434.58
0.27,8.80,961.70,34.25,-0.52,438.05
0.23,9.25,961.90,34.25,-0.52,436.32
0.25,11.48,962.20,34.24,-0.52,433.71
0.25,9.95,961.60,34.23,-0.53,438.92
0.25,9.84,962.00,34.22,-0.52,435.45
0.27,9.69,961.60,34.21,-0.53,438.92
0.21,9.48,962.10,34.20,-0.52,434.58
0.25,9.30,961.60,34.19,-0.53,438.92
0.27,9.12,961.40,34.18,-0.53,440.66
0.23,8.96,961.60,34.17,-0.53,438.92
0.27,8.82,961.70,34.16,-0.52,438.05
0.25,8.69,962.10,34.15,-0.52,434.58
0.25,8.56,961.80,34.14,-0.52,437.19
0.25,8.42,961.60,34.14,-0.53,438.92
0.25,8.35,961.90,34.13,-0.52,436.32
0.23,8.24,961.60,34.12,-0.53,438.92
0.25,8.04,961.70,34.12,-0.52,438.05
0.25,8.21,961.80,34.12,-0.52,437.19
0.25,8.10,961.40,34.11,-0.53,440.66
0.27,8.00,961.60,34.11,-0.53,438.92
0.23,7.94,961.80,34.11,-0.52,437.19
0.23,7.79,961.70,34.12,-0.52,438.05
0.27,5.63,961.70,34.11,-0.52,438.05
0.23,5.03,961.70,34.11,-0.52,438.05
0.25,5.18,962.20,34.10,-0.52,433.71
0.30,5.33,961.70,34.10,-0.52,438.05
0.32,5.48,961.90,34.09,-0.52,436.32
0.25,5.62,961.60,34.10,-0.53,438.92
0.23,5.75,961.80,34.09,-0.52,437.19
0.21,5.88,961.50,34.09,-0.53,439.79
0.32,5.99,961.70,34.09,-0.52,438.05
0.27,6.11,962.00,34.09,-0.52,435.45
0.27,6.20,961.50,34.10,-0.53,439.79
0.27,6.29,961.60,34.10,-0.53,438.92
0.25,6.38,961.80,34.11,-0.52,437.19
0.27,6.45,961.70,34.11,-0.52,438.05
0.23,6.51,962.00,34.12,-0.52,435.45
0.25,6.55,961.90,34.13,-0.52,436.32
0.25,6.56,962.00,34.14,-0.52,435.45
0.27,6.62,961.50,34.14,-0.53,439.79
0.21,6.70,962.10,34.15,-0.52,434.58
0.25,6.73,961.90,34.15,-0.52,436.32
0.30,6.78,961.60,34.16,-0.53,438.92
0.27,6.83,961.70,34.16,-0.52,438.05
0.25,6.86,961.70,34.16,-0.52,438.05
0.21,6.88,961.70,34.17,-0.52,438.05
0.27,6.92,961.80,34.17,-0.52,437.19
0.25,6.97,961.80,34.17,-0.52,437.19
0.23,7.00,962.20,34.17,-0.52,433.71
0.25,7.02,962.10,34.18,-0.52,434.58
0.25,7.03,962.00,34.19,-0.52,435.45
0.23,7.04,961.80,34.20,-0.52,437.19
0.21,7.05,962.20,34.20,-0.52,433.71
0.23,7.07,961.80,34.21,-0.52,437.19
0.25,7.08,962.30,34.22,-0.52,432.85
0.25,7.10,961.90,34.22,-0.52,436.32
0.23,7.12,962.00,34.23,-0.52,435.45
0.23,7.13,962.60,34.23,-0.52,430.24
0.25,7.14,961.90,34.24,-0.52,436.32
0.27,7.16,962.00,34.24,-0.52,435.45
0.27,7.17,962.00,34.25,-0.52,435.45
0.27,7.18,961.70,34.25,-0.52,438.05
0.27,7.19,961.80,34.25,-0.52,437.19
0.27,7.19,962.10,34.26,-0.52,434.58
0.30,7.18,961.90,34.27,-0.52,436.32
0.25,7.19,962.10,34.27,-0.52,434.58
0.25,7.21,961.80,34.27,-0.52,437.19
0.27,7.19,961.90,34.27,-0.52,436.32
0.23,7.19,962.00,34.28,-0.52,435.45
0.23,7.20,962.10,34.28,-0.52,434.58
0.25,7.20,961.80,34.29,-0.52,437.19
0.25,7.22,961.70,34.28,-0.52,438.05
0.21,7.22,962.10,34.29,-0.52,434.58
0.25,7.23,962.40,34.29,-0.52,431.98
0.27,7.24,962.40,34.29,-0.52,431.98
0.25,7.24,962.20,34.29,-0.52,433.71
0.27,7.24,961.80,34.30,-0.52,437.19
0.27,7.25,961.60,34.30,-0.53,438.92
0.25,7.24,962.00,34.31,-0.52,435.45
0.23,7.25,962.00,34.31,-0.52,435.45
0.27,7.26,961.90,34.33,-0.52,436.32
0.23,7.26,962.00,34.33,-0.52,435.45
0.23,7.26,962.00,34.33,-0.52,435.45
0.25,7.26,961.90,34.33,-0.52,436.32
0.25,7.25,962.10,34.34,-0.52,434.58
0.23,7.25,962.30,34.34,-0.52,432.85
0.23,7.30,962.20,34.34,-0.52,433.71
0.21,7.29,961.90,34.35,-0.52,436.32
0.23,7.29,961.80,34.35,-0.52,437.19
0.25,7.29,962.10,34.35,-0.52,434.58
0.23,7.29,961.90,34.35,-0.52,436.32
0.21,7.29,961.90,34.35,-0.52,436.32
0.25,7.29,961.60,34.35,-0.53,438.92
0.23,7.29,962.20,34.35,-0.52,433.71
0.21,7.29,961.60,34.36,-0.53,438.92
0.25,7.29,961.90,34.36,-0.52,436.32
0.21,7.29,962.00,34.36,-0.52,435.45
0.27,7.29,961.80,34.36,-0.52,437.19
0.25,7.29,962.10,34.36,-0.52,434.58
0.27,7.29,962.10,34.36,-0.52,434.58
0.23,7.30,961.80,34.36,-0.52,437.19
0.25,7.30,962.00,34.37,-0.52,435.45
0.21,7.30,961.80,34.37,-0.52,437.19
0.23,7.31,962.00,34.38,-0.52,435.45
0.30,7.30,961.50,34.38,-0.53,439.79
0.25,7.30,961.70,34.38,-0.52,438.05
0.25,7.30,961.70,34.38,-0.52,438.05
0.27,7.30,962.30,34.39,-0.52,432.85
0.21,7.30,962.10,34.39,-0.52,434.58
0.27,7.32,961.20,34.39,-0.53,442.40
0.25,7.31,961.80,34.39,-0.52,437.19
0.23,7.31,962.30,34.39,-0.52,432.85
0.27,7.30,962.10,34.39,-0.52,434.58
0.25,7.31,961.90,34.40,-0.52,436.32
0.27,7.30,961.70,34.40,-0.52,438.05
0.23,7.30,962.10,34.40,-0.52,434.58
0.23,7.29,961.70,34.40,-0.52,438.05
0.23,7.29,961.70,34.40,-0.52,438.05
0.25,7.29,962.00,34.41,-0.52,435.45
0.25,7.29,962.10,34.40,-0.52,434.58
0.21,7.33,962.10,34.41,-0.52,434.58
0.27,7.32,962.20,34.41,-0.52,433.71
0.25,7.33,962.20,34.41,-0.52,433.71
0.23,7.32,962.10,34.41,-0.52,434.58
0.23,7.32,961.50,34.41,-0.53,439.79
0.21,7.32,961.90,34.40,-0.52,436.32
0.27,7.31,961.90,34.40,-0.52,436.32
0.21,7.31,961.50,34.40,-0.53,439.79
0.25,7.31,962.30,34.40,-0.52,432.85
0.21,7.31,962.00,34.39,-0.52,435.45
0.23,7.31,961.90,34.40,-0.52,436.32
0.25,7.31,962.00,34.39,-0.52,435.45
0.25,7.30,961.90,34.39,-0.52,436.32
0.25,7.31,962.20,34.40,-0.52,433.71
0.25,7.31,961.90,34.40,-0.52,436.32
0.25,7.30,962.20,34.39,-0.52,433.71
0.25,7.30,962.20,34.40,-0.52,433.71
0.25,7.31,961.80,34.40,-0.52,437.19
0.30,7.31,961.50,34.40,-0.53,439.79
0.23,7.30,962.00,34.40,-0.52,435.45
0.19,7.31,962.30,34.40,-0.52,432.85
0.21,7.30,961.70,34.40,-0.52,438.05
0.25,7.31,961.90,34.40,-0.52,436.32
0.27,7.31,962.20,34.41,-0.52,433.71
0.23,7.31,962.10,34.41,-0.52,434.58
0.21,7.30,961.80,34.41,-0.52,437.19
0.21,7.30,961.80,34.41,-0.52,437.19
0.25,7.30,962.00,34.42,-0.52,435.45
0.25,7.30,962.30,34.42,-0.52,432.85
0.23,7.30,961.80,34.42,-0.52,437.19
0.25,7.30,961.90,34.42,-0.52,436.32
0.25,7.31,962.20,34.42,-0.52,433.71
0.27,7.30,962.30,34.42,-0.52,432.85
0.21,7.30,962.00,34.42,-0.52,435.45
0.21,7.30,962.10,34.42,-0.52,434.58
0.25,7.30,961.80,34.42,-0.52,437.19
0.23,7.30,962.00,34.41,-0.52,435.45
0.25,7.30,962.20,34.41,-0.52,433.71
0.23,7.30,962.00,34.41,-0.52,435.45
0.23,7.30,962.20,34.41,-0.52,433.71
0.23,7.30,962.00,34.42,-0.52,435.45
0.23,7.30,962.00,34.42,-0.52,435.45
0.23,7.30,961.40,34.43,-0.53,440.66
0.21,7.29,961.90,34.43,-0.52,436.32
0.21,7.30,961.80,34.43,-0.52,437.19
0.25,7.29,961.80,34.43,-0.52,437.19
0.19,7.29,961.90,34.44,-0.52,436.32
0.19,7.29,961.80,34.44,-0.52,437.19
0.21,7.29,961.80,34.45,-0.52,437.19
0.21,7.29,961.90,34.46,-0.52,436.32
0.23,7.29,961.40,34.47,-0.53,440.66
0.25,7.29,961.90,34.47,-0.52,436.32
0.19,7.30,962.00,34.47,-0.52,435.45
0.23,7.30,962.20,34.48,-0.52,433.71
0.25,7.30,962.00,34.47,-0.52,435.45
0.23,7.30,961.90,34.47,-0.52,436.32
0.19,7.31,961.90,34.47,-0.52,436.32
0.21,7.30,961.70,34.47,-0.52,438.05
0.25,7.30,962.30,34.48,-0.52,432.85
0.21,7.29,962.00,34.48,-0.52,435.45
0.23,7.29,961.80,34.49,-0.52,437.19
0.21,7.30,962.10,34.49,-0.52,434.58
0.27,7.30,962.20,34.49,-0.52,433.71
0.21,7.30,962.20,34.49,-0.52,433.71
0.25,7.30,962.20,34.49,-0.52,433.71
0.23,7.29,962.10,34.50,-0.52,434.58
0.23,7.30,962.40,34.50,-0.52,431.98
0.21,7.30,961.60,34.51,-0.53,438.92
0.25,7.30,962.10,34.51,-0.52,434.58
0.23,7.30,961.60,34.50,-0.53,438.92
0.23,7.29,962.40,34.50,-0.52,431.98
0.21,7.30,962.00,34.50,-0.52,435.45
0.21,7.31,962.20,34.50,-0.52,433.71
0.21,7.30,962.00,34.51,-0.52,435.45
0.23,7.31,961.90,34.51,-0.52,436.32
0.25,7.31,961.70,34.52,-0.52,438.05
0.21,7.30,961.80,34.52,-0.52,437.19
0.27,7.31,961.80,34.52,-0.52,437.19
0.21,7.31,961.70,34.52,-0.52,438.05
0.23,7.30,962.10,34.52,-0.52,434.58
0.21,7.28,962.00,34.52,-0.52,435.45
0.30,7.31,961.70,34.52,-0.52,438.05
0.23,7.31,961.80,34.52,-0.52,437.19
0.19,7.30,961.70,34.53,-0.52,438.05
0.23,7.30,962.30,34.53,-0.52,432.85
0.23,7.29,961.90,34.53,-0.52,436.32
0.25,7.30,961.60,34.53,-0.53,438.92
0.21,7.30,962.20,34.54,-0.52,433.71
0.19,7.29,961.80,34.55,-0.52,437.19
0.23,7.31,961.40,34.55,-0.53,440.66
0.25,7.30,962.20,34.56,-0.52,433.71
0.23,7.30,961.70,34.57,-0.52,438.05
0.27,7.30,962.30,34.57,-0.52,432.85
0.25,7.30,961.80,34.58,-0.52,437.19
0.21,7.30,962.00,34.58,-0.52,435.45
0.23,7.30,961.70,34.58,-0.52,438.05
0.23,7.30,962.00,34.59,-0.52,435.45
0.21,7.30,961.70,34.60,-0.52,438.05
0.25,7.31,962.10,34.60,-0.52,434.58
0.25,7.30,962.20,34.61,-0.52,433.71
0.25,7.30,962.10,34.61,-0.52,434.58
0.19,7.30,962.40,34.62,-0.52,431.98
0.23,7.31,962.40,34.62,-0.52,431.98
0.19,7.30,962.20,34.63,-0.52,433.71
0.23,7.31,961.90,34.63,-0.52,436.32
0.23,7.33,962.30,34.63,-0.52,432.85
0.23,7.36,962.00,34.64,-0.52,435.45
0.23,7.36,962.40,34.64,-0.52,431.98
0.19,7.35,961.90,34.64,-0.52,436.32
0.19,7.35,962.00,34.63,-0.52,435.45
0.21,7.34,962.10,34.64,-0.52,434.58
0.21,7.34,962.10,34.64,-0.52,434.58
0.25,7.33,961.60,34.65,-0.53,438.92
0.23,7.33,961.80,34.64,-0.52,437.19
0.25,7.34,961.90,34.64,-0.52,436.32
0.19,7.34,962.10,34.63,-0.52,434.58
0.21,7.32,961.80,34.62,-0.52,437.19
0.25,7.33,961.80,34.62,-0.52,437.19
0.23,7.32,962.10,34.63,-0.52,434.58
0.21,7.33,961.80,34.63,-0.52,437.19
0.23,7.32,962.30,34.64,-0.52,432.85
0.21,7.31,961.90,34.65,-0.52,436.32
0.23,7.32,961.80,34.65,-0.52,437.19
0.21,7.32,962.00,34.65,-0.52,435.45
0.23,7.31,962.10,34.66,-0.52,434.58
0.21,7.32,962.20,34.67,-0.52,433.71
0.21,7.33,962.00,34.67,-0.52,435.45
0.21,7.32,961.90,34.67,-0.52,436.32
0.23,7.32,962.00,34.68,-0.52,435.45
0.25,7.31,962.20,34.67,-0.52,433.71
0.25,7.31,962.40,34.67,-0.52,431.98
0.25,7.32,962.40,34.67,-0.52,431.98
0.23,7.31,961.70,34.67,-0.52,438.05
0.27,7.32,961.70,34.68,-0.52,438.05
0.21,7.30,962.30,34.68,-0.52,432.85
0.23,7.31,962.00,34.68,-0.52,435.45
0.19,7.31,962.00,34.68,-0.52,435.45
0.21,7.32,962.00,34.68,-0.52,435.45
0.25,7.32,962.00,34.68,-0.52,435.45
0.23,7.32,962.10,34.68,-0.52,434.58
0.23,7.31,962.10,34.68,-0.52,434.58
0.25,7.32,962.20,34.68,-0.52,433.71
0.21,7.31,961.70,34.68,-0.52,438.05
0.30,7.32,961.80,34.68,-0.52,437.19
0.19,7.32,962.10,34.68,-0.52,434.58
0.19,7.32,962.30,34.68,-0.52,432.85
0.25,7.31,961.90,34.68,-0.52,436.32
0.25,7.30,961.90,34.67,-0.52,436.32
0.25,7.30,961.80,34.68,-0.52,437.19
0.19,7.32,962.20,34.68,-0.52,433.71
0.23,7.29,962.20,34.67,-0.52,433.71
0.23,7.29,962.40,34.68,-0.52,431.98
0.23,7.31,961.90,34.68,-0.52,436.32
0.21,7.31,962.10,34.67,-0.52,434.58
0.21,7.32,962.20,34.68,-0.52,433.71
0.21,7.31,961.70,34.68,-0.52,438.05
0.19,7.30,962.10,34.67,-0.52,434.58
0.19,7.30,961.80,34.68,-0.52,437.19
0.23,7.31,961.80,34.68,-0.52,437.19
0.23,7.30,962.30,34.68,-0.52,432.85
0.25,7.30,961.90,34.69,-0.52,436.32
0.25,7.30,961.90,34.70,-0.52,436.32
0.23,7.30,962.10,34.70,-0.52,434.58
0.23,7.31,961.80,34.71,-0.52,437.19
0.23,7.30,962.00,34.71,-0.52,435.45
0.27,7.31,961.50,34.72,-0.53,439.79
0.21,7.30,961.80,34.72,-0.52,437.19
0.21,7.30,962.40,34.73,-0.52,431.98
0.21,7.30,961.90,34.73,-0.52,436.32
0.21,7.31,962.50,34.73,-0.52,431.11
0.23,7.31,961.70,34.74,-0.52,438.05
0.25,7.30,962.00,34.74,-0.52,435.45
0.23,7.31,962.10,34.74,-0.52,434.58
0.25,7.31,962.10,34.74,-0.52,434.58
0.23,7.31,962.30,34.74,-0.52,432.85
0.23,7.29,962.10,34.74,-0.52,434.58
0.23,7.29,962.50,34.75,-0.52,431.11
0.25,7.31,962.20,34.75,-0.52,433.71
0.23,7.30,962.00,34.76,-0.52,435.45
0.25,7.30,962.30,34.76,-0.52,432.85
0.19,7.30,961.90,34.76,-0.52,436.32
0.23,7.30,961.60,34.77,-0.53,438.92
0.25,7.30,962.10,34.77,-0.52,434.58
0.23,7.30,962.20,34.78,-0.52,433.71
0.25,7.31,962.30,34.78,-0.52,432.85
0.21,7.30,962.10,34.79,-0.52,434.58
0.23,7.30,962.10,34.79,-0.52,434.58
0.23,7.31,962.00,34.80,-0.52,435.45
0.25,7.31,962.10,34.80,-0.52,434.58
0.25,7.31,962.20,34.81,-0.52,433.71
0.25,7.31,962.00,34.81,-0.52,435.45
0.23,7.31,962.10,34.81,-0.52,434.58
0.23,7.31,962.00,34.82,-0.52,435.45
0.21,7.31,962.30,34.82,-0.52,432.85
0.25,7.31,961.80,34.83,-0.52,437.19
0.23,7.31,962.00,34.84,-0.52,435.45
0.25,7.30,962.30,34.84,-0.52,432.85
0.23,7.31,962.60,34.84,-0.52,430.24
0.25,7.31,962.00,34.85,-0.52,435.45
0.25,7.31,962.10,34.85,-0.52,434.58
0.21,7.31,961.60,34.85,-0.53,438.92
0.25,7.29,962.00,34.86,-0.52,435.45
0.21,7.30,962.20,34.87,-0.52,433.71
0.25,7.30,962.40,34.87,-0.52,431.98
0.25,7.31,962.00,34.87,-0.52,435.45
0.25,7.31,962.40,34.88,-0.52,431.98
0.23,7.31,962.10,34.88,-0.52,434.58
0.19,7.31,962.30,34.89,-0.52,432.85
0.23,7.31,962.40,34.90,-0.52,431.98
0.25,7.30,962.00,34.91,-0.52,435.45
0.21,7.31,962.30,34.91,-0.52,432.85
0.23,7.31,961.60,34.92,-0.53,438.92
0.19,7.32,961.80,34.93,-0.52,437.19
0.25,7.32,962.50,34.94,-0.52,431.11
0.30,7.32,961.60,34.94,-0.53,438.92
0.23,7.31,962.20,34.95,-0.52,433.71
0.23,7.32,962.00,34.96,-0.52,435.45
0.25,7.32,961.60,34.97,-0.53,438.92
0.21,7.31,962.00,34.98,-0.52,435.45
0.21,7.31,961.80,34.99,-0.52,437.19
0.23,7.31,962.60,35.00,-0.52,430.24
0.25,7.31,962.00,35.01,-0.52,435.45
0.17,7.30,961.90,35.03,-0.52,436.32
0.23,7.30,962.20,35.04,-0.52,433.71
0.23,7.31,962.50,35.05,-0.52,431.11
0.25,7.29,962.30,35.06,-0.52,432.85
0.25,7.30,962.40,35.07,-0.52,431.98
0.21,7.31,962.20,35.08,-0.52,433.71
0.25,7.31,962.30,35.08,-0.52,432.85
0.25,7.31,962.40,35.10,-0.52,431.98
0.27,7.31,961.90,35.10,-0.52,436.32
0.21,7.32,962.40,35.11,-0.52,431.98
0.21,7.31,962.40,35.11,-0.52,431.98
0.25,7.31,962.20,35.12,-0.52,433.71
0.21,7.31,962.20,35.13,-0.52,433.71
0.23,7.31,961.90,35.13,-0.52,436.32
0.23,7.32,962.40,35.14,-0.52,431.98
0.21,7.31,962.20,35.15,-0.52,433.71
0.25,7.31,962.40,35.16,-0.52,431.98
0.27,7.32,962.50,35.17,-0.52,431.11
0.21,7.31,962.30,35.18,-0.52,432.85
0.23,7.32,962.80,35.19,-0.51,428.51
0.23,7.32,961.90,35.19,-0.52,436.32
0.27,7.31,962.60,35.19,-0.52,430.24
0.21,7.32,962.00,35.20,-0.52,435.45
0.25,7.32,962.60,35.21,-0.52,430.24
0.25,7.33,962.70,35.21,-0.51,429.38
0.25,7.31,962.70,35.21,-0.51,429.38
0.25,7.32,962.60,35.21,-0.52,430.24
0.23,7.32,962.40,35.22,-0.52,431.98
0.23,7.33,962.30,35.22,-0.52,432.85
0.23,7.32,961.90,35.23,-0.52,436.32
0.19,7.32,962.20,35.23,-0.52,433.71
0.21,7.32,962.20,35.23,-0.52,433.71
0.23,7.32,962.00,35.24,-0.52,435.45
0.23,7.32,962.30,35.24,-0.52,432.85
0.19,7.32,962.20,35.24,-0.52,433.71
0.21,7.33,962.70,35.25,-0.51,429.38
0.23,7.32,962.10,35.25,-0.52,434.58
0.19,7.32,961.80,35.26,-0.52,437.19
0.21,7.32,962.00,35.27,-0.52,435.45
0.21,7.32,962.10,35.27,-0.52,434.58
0.25,7.32,962.10,35.28,-0.52,434.58
0.21,7.32,962.00,35.28,-0.52,435.45
0.23,7.32,962.10,35.29,-0.52,434.58
0.23,7.31,962.50,35.30,-0.52,431.11
0.23,7.32,962.40,35.30,-0.52,431.98
0.23,7.33,962.60,35.31,-0.52,430.24
0.25,7.32,962.50,35.32,-0.52,431.11
0.21,7.32,962.10,35.33,-0.52,434.58
0.25,7.32,962.30,35.34,-0.52,432.85
0.21,7.31,962.20,35.34,-0.52,433.71
0.21,7.31,962.30,35.35,-0.52,432.85
0.25,7.32,962.40,35.36,-0.52,431.98
0.21,7.32,962.40,35.37,-0.52,431.98
0.23,7.32,962.60,35.38,-0.52,430.24
0.23,7.32,962.10,35.39,-0.52,434.58
0.21,7.32,962.50,35.40,-0.52,431.11
0.23,7.32,962.60,35.40,-0.52,430.24
0.25,7.31,961.90,35.42,-0.52,436.32
0.25,7.32,962.20,35.43,-0.52,433.71
0.21,7.32,962.50,35.44,-0.52,431.11
0.21,7.32,962.50,35.45,-0.52,431.11
0.19,7.32,962.30,35.45,-0.52,432.85
0.21,7.32,962.20,35.46,-0.52,433.71
0.23,7.33,962.40,35.46,-0.52,431.98
0.25,7.32,962.60,35.47,-0.52,430.24
0.23,7.33,962.70,35.48,-0.51,429.38
0.25,7.32,962.10,35.48,-0.52,434.58
0.23,7.32,962.30,35.49,-0.52,432.85
0.19,7.33,962.40,35.49,-0.52,431.98
0.25,7.33,962.60,35.49,-0.52,430.24
0.19,7.33,962.30,35.50,-0.52,432.85
0.21,7.33,962.60,35.50,-0.52,430.24
0.23,7.36,962.50,35.51,-0.52,431.11
0.25,7.33,962.60,35.52,-0.52,430.24
0.23,7.33,962.90,35.51,-0.51,427.64
0.23,7.32,962.00,35.52,-0.52,435.45
0.23,7.33,962.10,35.52,-0.52,434.58
0.25,7.32,962.10,35.52,-0.52,434.58
0.19,7.33,962.50,35.53,-0.52,431.11
0.19,7.33,962.70,35.53,-0.51,429.38
0.19,7.33,962.40,35.53,-0.52,431.98
0.25,7.33,962.00,35.53,-0.52,435.45
0.27,7.33,962.60,35.54,-0.52,430.24
0.25,7.33,962.40,35.54,-0.52,431.98
0.19,7.33,962.20,35.54,-0.52,433.71
0.21,7.33,962.20,35.54,-0.52,433.71
0.23,7.33,962.40,35.54,-0.52,431.98
0.21,7.33,962.20,35.54,-0.52,433.71
0.23,7.33,962.60,35.54,-0.52,430.24
0.25,7.34,962.00,35.55,-0.52,435.45
0.27,7.35,962.20,35.55,-0.52,433.71
0.21,7.33,962.00,35.56,-0.52,435.45
0.25,7.34,962.60,35.56,-0.52,430.24
0.25,7.33,962.30,35.56,-0.52,432.85
0.21,7.33,962.50,35.56,-0.52,431.11
0.25,7.33,962.40,35.56,-0.52,431.98
0.23,7.33,962.30,35.56,-0.52,432.85
0.17,7.33,962.40,35.56,-0.52,431.98
0.21,7.33,962.50,35.57,-0.52,431.11
0.23,7.33,962.50,35.57,-0.52,431.11
0.25,7.32,962.50,35.57,-0.52,431.11
0.25,7.32,962.40,35.58,-0.52,431.98
0.23,7.33,962.40,35.59,-0.52,431.98
0.25,7.32,962.50,35.60,-0.52,431.11
0.23,7.32,962.40,35.61,-0.52,431.98
0.19,7.32,962.40,35.62,-0.52,431.98
0.23,7.32,962.50,35.63,-0.52,431.11
0.21,7.32,961.90,35.64,-0.52,436.32
0.23,7.33,962.50,35.65,-0.52,431.11
0.21,7.32,962.30,35.66,-0.52,432.85
0.23,7.33,961.90,35.67,-0.52,436.32
0.19,7.32,963.00,35.68,-0.51,426.78
0.23,7.33,962.50,35.69,-0.52,431.11
0.21,7.33,962.30,35.69,-0.52,432.85
0.25,7.33,962.40,35.70,-0.52,431.98
0.19,7.32,962.60,35.70,-0.52,430.24
0.27,7.33,962.40,35.71,-0.52,431.98
0.25,7.33,962.60,35.72,-0.52,430.24
0.25,7.32,962.40,35.72,-0.52,431.98
0.25,7.33,962.50,35.73,-0.52,431.11
0.23,7.33,962.20,35.74,-0.52,433.71
0.27,7.33,962.40,35.74,-0.52,431.98
0.23,7.33,962.30,35.75,-0.52,432.85
0.25,7.33,962.60,35.76,-0.52,430.24
0.23,7.33,962.80,35.76,-0.51,428.51
0.25,7.33,962.60,35.76,-0.52,430.24
0.23,7.33,962.20,35.77,-0.52,433.71
0.23,7.33,962.40,35.76,-0.52,431.98
0.23,7.33,962.50,35.76,-0.52,431.11
0.25,7.33,962.50,35.76,-0.52,431.11
0.21,7.32,962.30,35.76,-0.52,432.85
0.23,7.33,962.50,35.76,-0.52,431.11
0.23,7.34,962.30,35.76,-0.52,432.85
0.21,7.34,962.00,35.74,-0.52,435.45
0.19,7.34,962.90,35.74,-0.51,427.64
0.23,7.34,962.40,35.73,-0.52,431.98
0.25,7.34,962.60,35.73,-0.52,430.24
0.21,7.33,962.50,35.73,-0.52,431.11
0.27,7.34,962.20,35.73,-0.52,433.71
0.19,7.34,962.00,35.74,-0.52,435.45
0.23,7.35,962.30,35.74,-0.52,432.85
0.21,7.34,962.50,35.74,-0.52,431.11
0.25,7.34,962.60,35.74,-0.52,430.24
0.19,7.34,962.20,35.75,-0.52,433.71
